"","Participant","Run","Block","Trial","Condition","Image","RestImage","ConditionOnset","ConditionResposne","ConditionRt"
"2016_visit2.21","20161",1,21,21,"negative","37M_F.png","Context004.jpg",162.4176,"1!",0.6983
"2016_visit2.22","20161",1,22,22,"neutral","22M_N.png","Context004.jpg",164.4511,"7&",1.0516
"2016_visit2.23","20161",1,23,23,"neutral","37M_N.png","Context004.jpg",166.5013,"1!",0.7703
"2016_visit2.24","20161",1,24,24,"positive","20M_H.png","Context004.jpg",168.5514,"7&",0.8321
"2016_visit2.25","20161",1,25,25,"neutral","31M_N.png","Context004.jpg",170.6015,"1!",0.6998
"2016_visit2.26","20161",1,26,26,"positive","01F_H.png","Context004.jpg",172.6517,"1!",0.8835
"2016_visit2.27","20161",1,27,27,"positive","22M_H.png","Context004.jpg",174.7018,"7&",0.7282
"2016_visit2.28","20161",1,28,28,"neutral","41M_N.png","Context004.jpg",176.752,"1!",0.8199
"2016_visit2.29","20161",1,29,29,"neutral","06F_N.png","Context004.jpg",178.7854,"1!",0.7223
"2016_visit2.30","20161",1,30,30,"positive","43M_H.png","Context004.jpg",180.8356,"1!",0.904
"2016_visit2.31","20161",1,31,31,"positive","02F_H.png","Context004.jpg",182.869,"7&",1.3254
"2016_visit2.32","20161",1,32,32,"neutral","16F_N.png","Context004.jpg",184.9192,"1!",0.7171
"2016_visit2.33","20161",1,33,33,"positive","32M_H.png","Context004.jpg",186.9693,"7&",0.7139
"2016_visit2.34","20161",1,34,34,"positive","17F_H.png","Context004.jpg",189.0028,"7&",0.6703
"2016_visit2.35","20161",1,35,35,"positive","33M_H.png","Context004.jpg",191.0363,"7&",1.6215
"2016_visit2.36","20161",1,36,36,"negative","21M_F.png","Context004.jpg",193.0864,"7&",0.7613
"2016_visit2.37","20161",1,37,37,"neutral","01F_N.png","Context004.jpg",195.1199,"7&",0.7037
"2016_visit2.38","20161",1,38,38,"negative","08F_F.png","Context004.jpg",197.17,"7&",0.6724
"2016_visit2.39","20161",1,39,39,"neutral","43M_N.png","Context004.jpg",199.2035,"7&",0.6588
"2016_visit2.40","20161",1,40,40,"negative","12F_F.png","Context004.jpg",201.2369,"7&",0.9632
"2016_visit2.41","20161",1,41,41,"neutral","27M_N.png","Context004.jpg",203.2704,"1!",0.7846
"2016_visit2.42","20161",1,42,42,"neutral","14F_N.png","Context004.jpg",205.3206,"7&",0.6533
"2016_visit2.43","20161",1,43,43,"positive","30M_H.png","Context004.jpg",207.3541,"1!",1.1217
"2016_visit2.44","20161",1,44,44,"neutral","03F_N.png","Context004.jpg",209.4042,"7&",0.9584
"2016_visit2.45","20161",1,45,45,"neutral","23M_N.png","Context004.jpg",211.4543,"7&",0.8011
"2016_visit2.46","20161",1,46,46,"negative","40M_F.png","Context004.jpg",213.4878,"7&",0.6985
"2016_visit2.47","20161",1,47,47,"positive","25M_H.png","Context004.jpg",215.5379,"7&",0.9442
"2016_visit2.48","20161",1,48,48,"negative","13F_F.png","Context004.jpg",217.5714,"1!",1.1186
"2016_visit2.49","20161",1,49,49,"neutral","40M_N.png","Context004.jpg",219.6216,"1!",0.8453
"2016_visit2.50","20161",1,50,50,"negative","09F_F.png","Context004.jpg",221.6717,"7&",0.873
"2016_visit2.51","20161",1,51,51,"negative","16F_F.png","Context004.jpg",223.7218,"1!",0.6457
"2016_visit2.52","20161",1,52,52,"neutral","26M_N.png","Context004.jpg",225.772,"1!",1.0974
"2016_visit2.53","20161",1,53,53,"neutral","07F_N.png","Context004.jpg",227.8055,"7&",0.7519
"2016_visit2.54","20161",1,54,54,"negative","35M_F.png","Context004.jpg",229.839,"1!",0.9492
"2016_visit2.55","20161",1,55,55,"neutral","17F_N.png","Context004.jpg",231.8891,"7&",1.0009
"2016_visit2.56","20161",1,56,56,"neutral","38M_N.png","Context004.jpg",233.9226,"1!",1.3502
"2016_visit2.57","20161",1,57,57,"positive","18F_H.png","Context004.jpg",235.9727,"7&",1.134
"2016_visit2.58","20161",1,58,58,"negative","39M_F.png","Context004.jpg",238.0062,"7&",1.2514
"2016_visit2.59","20161",1,59,59,"negative","27M_F.png","Context004.jpg",240.0563,"1!",0.7031
"2016_visit2.60","20161",1,60,60,"positive","26M_H.png","Context004.jpg",242.1064,"7&",0.7789
"2016_visit2.61","20161",1,61,61,"negative","10F_F.png","Context004.jpg",244.1399,"1!",1.1192
"2016_visit2.62","20161",1,62,62,"positive","28M_H.png","Context004.jpg",246.1901,"7&",1.0469
"2016_visit2.63","20161",1,63,63,"neutral","29M_N.png","Context004.jpg",248.2235,"7&",0.8844
"2016_visit2.64","20161",1,64,64,"negative","19F_F.png","Context004.jpg",250.257,"1!",0.7987
"2016_visit2.65","20161",1,65,65,"negative","18F_F.png","Context004.jpg",252.2905,"1!",1.6561
"2016_visit2.66","20161",1,66,66,"positive","12F_H.png","Context004.jpg",254.3407,"7&",1.2038
"2016_visit2.67","20161",1,67,67,"positive","14F_H.png","Context004.jpg",256.3741,"7&",1.0142
"2016_visit2.68","20161",1,68,68,"neutral","42M_N.png","Context004.jpg",258.4076,"1!",0.7606
"2016_visit2.69","20161",1,69,69,"neutral","34M_N.png","Context004.jpg",260.4577,"1!",1.1093
"2016_visit2.70","20161",1,70,70,"negative","34M_F.png","Context004.jpg",262.5078,"1!",0.909
"2016_visit2.71","20161",1,71,71,"positive","42M_H.png","Context004.jpg",264.5413,"7&",0.9794
"2016_visit2.72","20161",1,72,72,"negative","01F_F.png","Context004.jpg",266.5915,"1!",1.0221
"2016_visit2.73","20161",1,73,73,"negative","05F_F.png","Context004.jpg",268.6416,"1!",0.7219
"2016_visit2.74","20161",1,74,74,"negative","07F_F.png","Context004.jpg",270.6751,"1!",0.5862
"2016_visit2.75","20161",1,75,75,"neutral","09F_N.png","Context004.jpg",272.7252,"7&",0.618
"2016_visit2.76","20161",1,76,76,"negative","25M_F.png","Context004.jpg",274.7754,"1!",0.6587
"2016_visit2.77","20161",1,77,77,"positive","38M_H.png","Context004.jpg",276.8255,"7&",0.7334
"2016_visit2.78","20161",1,78,78,"neutral","30M_N.png","Context004.jpg",278.8757,"1!",0.6421
"2016_visit2.79","20161",1,79,79,"positive","15F_H.png","Context004.jpg",280.9092,"7&",0.6735
"2016_visit2.80","20161",1,80,80,"negative","42M_F.png","Context004.jpg",282.9593,"1!",0.7742
"2016_visit2.81","20161",1,81,81,"negative","02F_F.png","Context004.jpg",285.0094,"1!",1.0779
"2016_visit2.82","20161",1,82,82,"positive","36M_H.png","Context004.jpg",287.0596,"7&",1.0226
"2016_visit2.83","20161",1,83,83,"neutral","19F_N.png","Context004.jpg",289.1097,"1!",1.0363
"2016_visit2.84","20161",1,84,84,"negative","11F_F.png","Context004.jpg",291.1598,"7&",0.6881
"2016_visit2.85","20161",1,85,85,"positive","35M_H.png","Context004.jpg",293.1933,"1!",0.8804
"2016_visit2.86","20161",1,86,86,"neutral","35M_N.png","Context004.jpg",295.2268,"1!",0.5378
"2016_visit2.87","20161",1,87,87,"neutral","12F_N.png","Context004.jpg",297.2603,"1!",1.2372
"2016_visit2.88","20161",1,88,88,"positive","39M_H.png","Context004.jpg",299.3104,"7&",0.7959
"2016_visit2.89","20161",1,89,89,"positive","40M_H.png","Context004.jpg",301.3605,"7&",1.0396
"2016_visit2.90","20161",1,90,90,"negative","23M_F.png","Context004.jpg",303.4107,"7&",1.0054
"2016_visit2.91","20161",1,91,91,"positive","21M_H.png","Context004.jpg",305.4608,"7&",0.7481
"2016_visit2.92","20161",1,92,92,"positive","24M_H.png","Context004.jpg",307.5112,"7&",1.1478
"2016_visit2.93","20161",1,93,93,"neutral","20M_N.png","Context004.jpg",309.5611,"1!",0.7895
"2016_visit2.94","20161",1,94,94,"negative","36M_F.png","Context004.jpg",311.6112,"1!",0.8133
"2016_visit2.95","20161",1,95,95,"positive","34M_H.png","Context004.jpg",313.6614,"7&",0.665
"2016_visit2.96","20161",1,96,96,"neutral","21M_N.png","Context004.jpg",315.7116,"7&",0.6577
"2016_visit2.97","20161",1,97,97,"positive","10F_H.png","Context004.jpg",317.7617,"7&",0.6223
"2016_visit2.98","20161",1,98,98,"neutral","10F_N.png","Context004.jpg",319.7952,"1!",0.7177
"2016_visit2.99","20161",1,99,99,"positive","37M_H.png","Context004.jpg",321.8286,"7&",1.263
"2016_visit2.100","20161",1,100,100,"neutral","13F_N.png","Context004.jpg",323.8787,"1!",0.8929
"2016_visit2.101","20161",1,101,101,"positive","29M_H.png","Context004.jpg",325.9289,"7&",0.9116
"2016_visit2.102","20161",1,102,102,"positive","03F_H.png","Context004.jpg",327.9791,"7&",0.5763
"2016_visit2.103","20161",1,103,103,"positive","31M_H.png","Context004.jpg",330.0292,"1!",0.697
"2016_visit2.104","20161",1,104,104,"neutral","32M_N.png","Context004.jpg",332.0793,"1!",0.7117
"2016_visit2.105","20161",1,105,105,"positive","27M_H.png","Context004.jpg",334.2128,"1!",0.6601
"2016_visit2.106","20161",1,106,106,"neutral","39M_N.png","Context004.jpg",336.263,"1!",1.1958
"2016_visit2.107","20161",1,107,107,"neutral","15F_N.png","Context004.jpg",338.3131,"1!",1.1665
"2016_visit2.108","20161",1,108,108,"negative","24M_F.png","Context004.jpg",340.3632,"1!",0.7752
"2016_visit2.109","20161",1,109,109,"negative","28M_F.png","Context004.jpg",342.3967,"1!",0.8646
"2016_visit2.110","20161",1,110,110,"positive","06F_H.png","Context004.jpg",344.4469,"7&",0.7674
"2016_visit2.111","20161",1,111,111,"positive","13F_H.png","Context004.jpg",346.497,"1!",0.8331
"2016_visit2.112","20161",1,112,112,"neutral","02F_N.png","Context004.jpg",348.5472,"1!",0.7258
"2016_visit2.113","20161",1,113,113,"positive","41M_H.png","Context004.jpg",350.5973,"1!",1.4605
"2016_visit2.114","20161",1,114,114,"negative","41M_F.png","Context004.jpg",352.6474,"",NA
"2016_visit2.115","20161",1,115,115,"positive","23M_H.png","Context004.jpg",354.6976,"7&",0.666
"2016_visit2.116","20161",1,116,116,"negative","43M_F.png","Context004.jpg",356.7477,"1!",0.7187
"2016_visit2.117","20161",1,117,117,"neutral","18F_N.png","Context004.jpg",358.7979,"1!",0.7304
"2016_visit2.118","20161",1,118,118,"negative","06F_F.png","Context004.jpg",360.848,"1!",0.8051
"2016_visit2.119","20161",1,119,119,"neutral","05F_N.png","Context004.jpg",362.8981,"1!",0.7468
"2016_visit2.120","20161",1,120,120,"neutral","25M_N.png","Context004.jpg",364.9483,"1!",1.0305
"2016_visit2.121","20161",1,121,121,"negative","32M_F.png","Context004.jpg",366.9984,"1!",0.6912
"2016_visit2.122","20161",1,122,122,"positive","19F_H.png","Context004.jpg",369.0485,"7&",0.876
"2016_visit2.123","20161",1,123,123,"neutral","36M_N.png","Context004.jpg",371.0987,"1!",0.8237
"2016_visit2.124","20161",1,124,124,"negative","20M_F.png","Context004.jpg",373.1488,"1!",0.6344
"2016_visit2.125","20161",1,125,125,"negative","14F_F.png","Context004.jpg",375.199,"1!",0.6621
"2016_visit2.126","20161",1,126,126,"negative","03F_F.png","Context004.jpg",377.2492,"1!",0.6118
"2016_visit1.1","2016",1,1,1,"negative","26M_F.png","Context001.jpg",5.9863,"1!",1.394
"2016_visit1.2","2016",1,2,2,"neutral","24M_N.png","Context002.jpg",8.0364,"1!",0.8298
"2016_visit1.3","2016",1,3,3,"positive","07F_H.png","Context003.jpg",10.0865,"7&",1.4245
"2016_visit1.4","2016",1,4,4,"positive","11F_H.png","Context004.jpg",12.12,"7&",0.6469
"2016_visit1.5","2016",1,5,5,"neutral","28M_N.png","Context001.jpg",14.1702,"1!",0.9546
"2016_visit1.6","2016",1,6,6,"negative","22M_F.png","Context002.jpg",16.2203,"1!",0.6633
"2016_visit1.7","2016",1,7,7,"neutral","11F_N.png","Context003.jpg",18.2705,"7&",0.812
"2016_visit1.8","2016",1,8,8,"positive","16F_H.png","Context004.jpg",20.3206,"1!",1.1807
"2016_visit1.9","2016",1,9,9,"neutral","33M_N.png","Context004.jpg",22.3707,"1!",0.8425
"2016_visit1.10","2016",1,10,10,"positive","09F_H.png","Context004.jpg",24.4209,"7&",0.7582
"2016_visit1.11","2016",1,11,11,"negative","15F_F.png","Context004.jpg",26.471,"7&",1.5929
"2016_visit1.12","2016",1,12,12,"positive","05F_H.png","Context004.jpg",28.5045,"7&",1.1723
"2016_visit1.13","2016",1,13,13,"negative","38M_F.png","Context004.jpg",30.5546,"1!",0.8941
"2016_visit1.14","2016",1,14,14,"negative","30M_F.png","Context004.jpg",32.5881,"1!",0.8424
"2016_visit1.15","2016",1,15,15,"negative","17F_F.png","Context004.jpg",34.6382,"1!",1.2581
"2016_visit1.16","2016",1,16,16,"positive","08F_H.png","Context004.jpg",36.6884,"7&",1.1458
"2016_visit1.17","2016",1,17,17,"negative","29M_F.png","Context004.jpg",38.7218,"7&",0.9282
"2016_visit1.18","2016",1,18,18,"neutral","08F_N.png","Context004.jpg",40.7553,"1!",0.8076
"2016_visit1.19","2016",1,19,19,"negative","33M_F.png","Context004.jpg",42.8055,"1!",1.2623
"2016_visit1.20","2016",1,20,20,"negative","31M_F.png","Context004.jpg",44.8389,"7&",0.9427
"2016_visit1.21","2016",1,21,21,"negative","37M_F.png","Context004.jpg",46.8891,"1!",0.9624
"2016_visit1.22","2016",1,22,22,"neutral","22M_N.png","Context004.jpg",48.9225,"1!",0.7828
"2016_visit1.23","2016",1,23,23,"neutral","37M_N.png","Context004.jpg",50.9727,"1!",0.7545
"2016_visit1.24","2016",1,24,24,"positive","20M_H.png","Context004.jpg",53.0228,"1!",0.7782
"2016_visit1.25","2016",1,25,25,"neutral","31M_N.png","Context004.jpg",55.073,"7&",1.0379
"2016_visit1.26","2016",1,26,26,"positive","01F_H.png","Context004.jpg",57.1064,"1!",0.9084
"2016_visit1.27","2016",1,27,27,"positive","22M_H.png","Context004.jpg",59.1566,"1!",0.786
"2016_visit1.28","2016",1,28,28,"neutral","41M_N.png","Context004.jpg",61.2067,"1!",0.8147
"2016_visit1.29","2016",1,29,29,"neutral","06F_N.png","Context004.jpg",63.2402,"1!",1.2421
"2016_visit1.30","2016",1,30,30,"positive","43M_H.png","Context004.jpg",65.2903,"7&",1.3168
"2016_visit1.31","2016",1,31,31,"positive","02F_H.png","Context004.jpg",67.3239,"7&",1.3722
"2016_visit1.32","2016",1,32,32,"neutral","16F_N.png","Context004.jpg",69.3573,"1!",0.7166
"2016_visit1.33","2016",1,33,33,"positive","32M_H.png","Context004.jpg",71.4075,"7&",0.8762
"2016_visit1.34","2016",1,34,34,"positive","17F_H.png","Context004.jpg",73.4576,"7&",0.7311
"2016_visit1.35","2016",1,35,35,"positive","33M_H.png","Context004.jpg",75.4911,"7&",1.0374
"2016_visit1.36","2016",1,36,36,"negative","21M_F.png","Context004.jpg",77.5245,"7&",1.1878
"2016_visit1.37","2016",1,37,37,"neutral","01F_N.png","Context004.jpg",79.558,"1!",0.8622
"2016_visit1.38","2016",1,38,38,"negative","08F_F.png","Context004.jpg",81.6082,"1!",0.8959
"2016_visit1.39","2016",1,39,39,"neutral","43M_N.png","Context004.jpg",83.6583,"7&",0.7776
"2016_visit1.40","2016",1,40,40,"negative","12F_F.png","Context004.jpg",85.7084,"1!",1.0063
"2016_visit1.41","2016",1,41,41,"neutral","27M_N.png","Context004.jpg",87.7586,"1!",1.068
"2016_visit1.42","2016",1,42,42,"neutral","14F_N.png","Context004.jpg",89.8087,"1!",1.2357
"2016_visit1.43","2016",1,43,43,"positive","30M_H.png","Context004.jpg",91.8589,"1!",1.4244
"2016_visit1.44","2016",1,44,44,"neutral","03F_N.png","Context004.jpg",93.909,"7&",1.0772
"2016_visit1.45","2016",1,45,45,"neutral","23M_N.png","Context004.jpg",95.9591,"7&",0.8559
"2016_visit1.46","2016",1,46,46,"negative","40M_F.png","Context004.jpg",97.9926,"1!",0.9533
"2016_visit1.47","2016",1,47,47,"positive","25M_H.png","Context004.jpg",100.0261,"7&",1.0156
"2016_visit1.48","2016",1,48,48,"negative","13F_F.png","Context004.jpg",102.0762,"1!",1.7243
"2016_visit1.49","2016",1,49,49,"neutral","40M_N.png","Context004.jpg",104.1097,"1!",1.5208
"2016_visit1.50","2016",1,50,50,"negative","09F_F.png","Context004.jpg",106.1598,"1!",1.2774
"2016_visit1.51","2016",1,51,51,"negative","16F_F.png","Context004.jpg",108.21,"1!",0.8482
"2016_visit1.52","2016",1,52,52,"neutral","26M_N.png","Context004.jpg",110.2434,"1!",0.8906
"2016_visit1.53","2016",1,53,53,"neutral","07F_N.png","Context004.jpg",112.2936,"1!",1.2283
"2016_visit1.54","2016",1,54,54,"negative","35M_F.png","Context004.jpg",114.327,"7&",1.7746
"2016_visit1.55","2016",1,55,55,"neutral","17F_N.png","Context004.jpg",116.3772,"1!",0.8904
"2016_visit1.56","2016",1,56,56,"neutral","38M_N.png","Context004.jpg",118.4107,"1!",1.4257
"2016_visit1.57","2016",1,57,57,"positive","18F_H.png","Context004.jpg",120.4608,"7&",1.0775
"2016_visit1.58","2016",1,58,58,"negative","39M_F.png","Context004.jpg",122.4943,"7&",1.1208
"2016_visit1.59","2016",1,59,59,"negative","27M_F.png","Context004.jpg",124.5444,"1!",1.2126
"2016_visit1.60","2016",1,60,60,"positive","26M_H.png","Context004.jpg",126.5946,"1!",1.1023
"2016_visit1.61","2016",1,61,61,"negative","10F_F.png","Context004.jpg",128.628,"1!",1.3137
"2016_visit1.62","2016",1,62,62,"positive","28M_H.png","Context004.jpg",130.6782,"7&",1.0604
"2016_visit1.63","2016",1,63,63,"neutral","29M_N.png","Context004.jpg",132.7117,"7&",0.7818
"2016_visit1.64","2016",1,64,64,"negative","19F_F.png","Context004.jpg",134.7619,"1!",1.5374
"2016_visit1.65","2016",1,65,65,"negative","18F_F.png","Context004.jpg",136.7953,"1!",1.4168
"2016_visit1.66","2016",1,66,66,"positive","12F_H.png","Context004.jpg",138.8288,"1!",1.0552
"2016_visit1.67","2016",1,67,67,"positive","14F_H.png","Context004.jpg",140.8789,"7&",1.7459
"2016_visit1.68","2016",1,68,68,"neutral","42M_N.png","Context004.jpg",142.9123,"7&",1.2593
"2016_visit1.69","2016",1,69,69,"neutral","34M_N.png","Context004.jpg",144.9458,"7&",1.0138
"2016_visit1.70","2016",1,70,70,"negative","34M_F.png","Context004.jpg",146.996,"7&",1.5484
"2016_visit1.71","2016",1,71,71,"positive","42M_H.png","Context004.jpg",149.0461,"7&",0.7712
"2016_visit1.72","2016",1,72,72,"negative","01F_F.png","Context004.jpg",151.0796,"1!",1.5045
"2016_visit1.73","2016",1,73,73,"negative","05F_F.png","Context004.jpg",153.1297,"1!",0.8803
"2016_visit1.74","2016",1,74,74,"negative","07F_F.png","Context004.jpg",155.1799,"1!",1.315
"2016_visit1.75","2016",1,75,75,"neutral","09F_N.png","Context004.jpg",157.23,"7&",1.1487
"2016_visit1.76","2016",1,76,76,"negative","25M_F.png","Context004.jpg",159.2635,"1!",1.2431
"2016_visit1.77","2016",1,77,77,"positive","38M_H.png","Context004.jpg",161.3137,"1!",0.9948
"2016_visit1.78","2016",1,78,78,"neutral","30M_N.png","Context004.jpg",163.3638,"1!",0.7075
"2016_visit1.79","2016",1,79,79,"positive","15F_H.png","Context004.jpg",165.3972,"7&",0.7679
"2016_visit1.80","2016",1,80,80,"negative","42M_F.png","Context004.jpg",167.4307,"7&",1.3552
"2016_visit1.81","2016",1,81,81,"negative","02F_F.png","Context004.jpg",169.4642,"1!",0.7257
"2016_visit1.82","2016",1,82,82,"positive","36M_H.png","Context004.jpg",171.5143,"7&",1.9063
"2016_visit1.83","2016",1,83,83,"neutral","19F_N.png","Context004.jpg",173.5478,"1!",1.4688
"2016_visit1.84","2016",1,84,84,"negative","11F_F.png","Context004.jpg",175.5813,"7&",0.7531
"2016_visit1.85","2016",1,85,85,"positive","35M_H.png","Context004.jpg",177.6315,"7&",0.9268
"2016_visit1.86","2016",1,86,86,"neutral","35M_N.png","Context004.jpg",179.6649,"1!",0.9972
"2016_visit1.87","2016",1,87,87,"neutral","12F_N.png","Context004.jpg",181.715,"1!",0.9479
"2016_visit1.88","2016",1,88,88,"positive","39M_H.png","Context004.jpg",183.7652,"7&",0.9557
"2016_visit1.89","2016",1,89,89,"positive","40M_H.png","Context004.jpg",185.7987,"1!",1.0151
"2016_visit1.90","2016",1,90,90,"negative","23M_F.png","Context004.jpg",187.8488,"7&",1.0198
"2016_visit1.91","2016",1,91,91,"positive","21M_H.png","Context004.jpg",189.8823,"7&",0.8622
"2016_visit1.92","2016",1,92,92,"positive","24M_H.png","Context004.jpg",191.9324,"1!",1.1848
"2016_visit1.93","2016",1,93,93,"neutral","20M_N.png","Context004.jpg",193.9659,"1!",0.8083
"2016_visit1.94","2016",1,94,94,"negative","36M_F.png","Context004.jpg",196.016,"7&",0.8769
"2016_visit1.95","2016",1,95,95,"positive","34M_H.png","Context004.jpg",198.0662,"7&",0.6227
"2016_visit1.96","2016",1,96,96,"neutral","21M_N.png","Context004.jpg",200.1163,"7&",0.6644
"2016_visit1.97","2016",1,97,97,"positive","10F_H.png","Context004.jpg",202.1498,"7&",0.6788
"2016_visit1.98","2016",1,98,98,"neutral","10F_N.png","Context004.jpg",204.1833,"7&",1.1271
"2016_visit1.99","2016",1,99,99,"positive","37M_H.png","Context004.jpg",206.2334,"7&",0.7249
"2016_visit1.100","2016",1,100,100,"neutral","13F_N.png","Context004.jpg",208.2836,"7&",0.9506
"2016_visit1.101","2016",1,101,101,"positive","29M_H.png","Context004.jpg",210.3337,"7&",0.7543
"2016_visit1.102","2016",1,102,102,"positive","03F_H.png","Context004.jpg",212.3671,"7&",0.6327
"2016_visit1.103","2016",1,103,103,"positive","31M_H.png","Context004.jpg",214.4173,"7&",1.0054
"2016_visit1.104","2016",1,104,104,"neutral","32M_N.png","Context004.jpg",216.4674,"1!",1.0771
"2016_visit1.105","2016",1,105,105,"positive","27M_H.png","Context004.jpg",218.5509,"7&",1.0705
"2016_visit1.106","2016",1,106,106,"neutral","39M_N.png","Context004.jpg",220.6011,"7&",1.4442
"2016_visit1.107","2016",1,107,107,"neutral","15F_N.png","Context004.jpg",222.6512,"1!",1.1479
"2016_visit1.108","2016",1,108,108,"negative","24M_F.png","Context004.jpg",224.7013,"1!",1.2676
"2016_visit1.109","2016",1,109,109,"negative","28M_F.png","Context004.jpg",226.7515,"1!",1.2533
"2016_visit1.110","2016",1,110,110,"positive","06F_H.png","Context004.jpg",228.8016,"7&",0.6691
"2016_visit1.111","2016",1,111,111,"positive","13F_H.png","Context004.jpg",230.8351,"7&",1.3594
"2016_visit1.112","2016",1,112,112,"neutral","02F_N.png","Context004.jpg",232.8686,"1!",0.8158
"2016_visit1.113","2016",1,113,113,"positive","41M_H.png","Context004.jpg",234.9021,"7&",1.0252
"2016_visit1.114","2016",1,114,114,"negative","41M_F.png","Context004.jpg",236.9355,"1!",1.2916
"2016_visit1.115","2016",1,115,115,"positive","23M_H.png","Context004.jpg",238.9857,"7&",0.7253
"2016_visit1.116","2016",1,116,116,"negative","43M_F.png","Context004.jpg",241.0191,"7&",0.9827
"2016_visit1.117","2016",1,117,117,"neutral","18F_N.png","Context004.jpg",243.0527,"7&",1.6541
"2016_visit1.118","2016",1,118,118,"negative","06F_F.png","Context004.jpg",245.1028,"1!",0.8688
